Common Name,Species,Genus,Family,Order,Class,Phylum
Shortfin mako,oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii,Chordata
Shortfin mako,oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii,Chordata
Shortfin mako,oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii,Chordata
Shortfin mako,oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii,Chordata
Shortfin mako,oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii,Chordata
Shortfin mako,oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii,Chordata
Shortfin mako,oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii,Chordata
Shortfin mako,oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii,Chordata
Shortfin round stingray,munda,Urotrygon,Urolophidae,Rajiformes,Elasmobranchii,Chordata
Shortfin sand skate,normani,Psammobatis,Rajidae,Rajiformes,Elasmobranchii,Chordata
Shortfin shark,oxyrinchus,Isurus,Lamnidae,Lamniformes,Elasmobranchii,Chordata
Shortlip electric ray,brevilabiata,Narcine,Narcinidae,Torpediniformes,Elasmobranchii,Chordata
Shortnose blacktail shark,amblyrhynchos,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Shortnose dogfish,megalops,Squalus,Squalidae,Squaliformes,Elasmobranchii,Chordata
Shortnose guitarfish,brevirostris,Zapteryx,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
Shortnose mud skate,ancylostoma,Rhina,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
Shortnose saw shark,nudipinnis,Pristiophorus,Pristiophoridae,Pristiophoriformes,Elasmobranchii,Chordata
Shortnose sawshark,nudipinnis,Pristiophorus,Pristiophoridae,Pristiophoriformes,Elasmobranchii,Chordata
Shortnose spiny dogfish,megalops,Squalus,Squalidae,Squaliformes,Elasmobranchii,Chordata
Shortnose spurdog,megalops,Squalus,Squalidae,Squaliformes,Elasmobranchii,Chordata
Shortnose spurdog,megalops,Squalus,Squalidae,Squaliformes,Elasmobranchii,Chordata
Shortnose velvet dogfish,cryptacanthus,Centroscymnus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Shortnose velvet dogfish,cryptacanthus,Centroscymnus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Shortridge's rock mouse,shortridgei,Petromyscus,Muridae,Rodentia,Mammalia,Chordata
Shortspine spurdog,mitsukurii,Squalus,Squalidae,Squaliformes,Elasmobranchii,Chordata
Shortspine spurdog,mitsukurii,Squalus,Squalidae,Squaliformes,Elasmobranchii,Chordata
Shortspine spurdog,mitsukurii,Squalus,Squalidae,Squaliformes,Elasmobranchii,Chordata
Shorttail black stingray,brevicaudata,Dasyatis,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Shorttail fanskate,brevicaudatus,Sympterygia,Rajidae,Rajiformes,Elasmobranchii,Chordata
Shorttail lantern shark,brachyurus,Etmopterus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Shorttail lanternshark,brachyurus,Etmopterus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Shorttail laternshark,brachyurus,Etmopterus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Shorttail nurse shark,brevicaudatum,Pseudoginglymostoma,Ginglymostomatidae,Orectolobiformes,Elasmobranchii,Chordata
Shorttail skate,jenseni,Amblyraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Shorttail skate,jenseni,Amblyraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Shorttail skate,brevicaudatus,Sympterygia,Rajidae,Rajiformes,Elasmobranchii,Chordata
Shorttail stingray,brevicaudata,Dasyatis,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Shorttail torpedo,macneilli,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Shorttailed river stingray,brachyura,Potamotrygon,Potamotrygonidae,Rajiformes,Elasmobranchii,Chordata
Shovel nose,djiddensis,Rhynchobatus,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
Shovel nosed shark,calcea,Deania,Centrophoridae,Squaliformes,Elasmobranchii,Chordata
Shovel-nose shark,productus,Rhinobatos,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
Shovel-nosed salamander,marmoratus,Leurognathus,Plethodontidae,Caudata,Amphibia,Chordata
Shovelhead,tiburo,Sphyrna,Sphyrnidae,Carcharhiniformes,Elasmobranchii,Chordata
Shovelnose,obscurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Shovelnose,obscurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Shovelnose,djiddensis,Rhynchobatus,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
Shovelnose,schlegelii,Rhinobatos,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
Shovelnose dogfish,calcea,Deania,Centrophoridae,Squaliformes,Elasmobranchii,Chordata
Shovelnose guitarfish,productus,Rhinobatos,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
Shovelnose guitarfish,productus,Rhinobatos,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
Shovelnose ray,typus,Rhinobatos,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
Shovelnose shark,rostrata,Aptychotrema,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
Shovelnose shark,typus,Rhinobatos,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
Shovelnose spiny dogfish,calcea,Deania,Centrophoridae,Squaliformes,Elasmobranchii,Chordata
shrew gymnure,sinensis,Hylomys,Erinaceidae,Insectivora,Mammalia,Chordata
shrew-faced squirrel,laticaudatus,Rhinosciurus,Sciuridae,Rodentia,Mammalia,Chordata
shrew-hedgehog,sinensis,Hylomys,Erinaceidae,Insectivora,Mammalia,Chordata
shrew-mole,gibbsii,Neurotrichus,Talpidae,Insectivora,Mammalia,Chordata
Shy Albatross,cauta,Thalassarche,Procellariidae,Ciconiiformes,Aves,Chordata
Shyshark,pictus,Haploblepharus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
siamang,syndactylus,Hylobates,Hylobatidae,Primates,Mammalia,Chordata
Siamese crocodile,siamensis,Crocodylus,Crocodylidae,Crocodilia,Reptilia,Chordata
Siamese freshwater crocodile,siamensis,Crocodylus,Crocodylidae,Crocodilia,Reptilia,Chordata
Siberian brook lamprey,kessleri,Lethenteron,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
Siberian chipmunk,sibiricus,Tamias,Sciuridae,Rodentia,Mammalia,Chordata
Siberian flying squirrel,volans,Pteromys,Sciuridae,Rodentia,Mammalia,Chordata
Siberian ibex,sibirica,Capra,Bovidae,Artiodactyla,Mammalia,Chordata
Siberian lamprey,kessleri,Lethenteron,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
Siberian mole,altaica,Talpa,Talpidae,Insectivora,Mammalia,Chordata
Siberian musk deer,moschiferus,Moschus,Moschidae,Artiodactyla,Mammalia,Chordata
Siberian shrew,sibirica,Crocidura,Soricidae,Insectivora,Mammalia,Chordata
Siberian weasel,sibirica,Mustela,Mustelidae,Carnivora,Mammalia,Chordata
Siberian zokor,myospalax,Myospalax,Muridae,Rodentia,Mammalia,Chordata
Siberut flying squirrel,lugens,Petinomys,Sciuridae,Rodentia,Mammalia,Chordata
Siboga pygmy skate,sibogae,Fenestraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Siboga skate,sibogae,Fenestraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Sichuan short-tailed shrew,quadraticauda,Blarinella,Soricidae,Insectivora,Mammalia,Chordata
Sicilian shrew,sicula,Crocidura,Soricidae,Insectivora,Mammalia,Chordata
Sickle shark,falciformis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Sickle shark,falciformis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Sickle silk shark,falciformis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Sickle-shaped shark,falciformis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Sicklefin chimaera,pinnata,Neoharriotta,Rhinochimaeridae,Chimaeriformes,Holocephali,Chordata
Sicklefin chimaera,pinnata,Neoharriotta,Rhinochimaeridae,Chimaeriformes,Holocephali,Chordata
Sicklefin devil ray,tarapacana,Mobula,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Sicklefin devil ray,tarapacana,Mobula,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Sicklefin hound shark,falcata,Hemitriakis,Triakidae,Carcharhiniformes,Elasmobranchii,Chordata
Sicklefin lemon shark,acutidens,Negaprion,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Sicklefin lemon shark,acutidens,Negaprion,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Sicklefin smooth hound,lunulatus,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii,Chordata
Sicklefin smooth-hound,lunulatus,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii,Chordata
Sicklefin smooth-hound,lunulatus,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii,Chordata
sicklefin smoothhound,lunulatus,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii,Chordata
Sicklefin weasel shark,microstoma,Hemigaleus,Hemigaleidae,Carcharhiniformes,Elasmobranchii,Chordata
Sicklefin weasel shark,microstoma,Hemigaleus,Hemigaleidae,Carcharhiniformes,Elasmobranchii,Chordata
Sicklefin weasel shark,microstoma,Hemigaleus,Hemigaleidae,Carcharhiniformes,Elasmobranchii,Chordata
Sicklefin weasel shark,microstoma,Hemigaleus,Hemigaleidae,Carcharhiniformes,Elasmobranchii,Chordata
side-blotched lizard,stansburiana,Uta,Phrynosomatidae,Squamata,Reptilia,Chordata
side-striped jackal,adustus,Canis,Canidae,Carnivora,Mammalia,Chordata
sidewinder,cerastes,Crotalus,Viperidae,Squamata,Reptilia,Chordata
Siebenrock's snake-necked turtle,siebenrocki,Chelodina,Chelidae,Testudines,Reptilia,Chordata
Sierra Leone free-tailed bat,brachypterus,Mops,Molossidae,Chiroptera,Mammalia,Chordata
Sierra Madre ground squirrel,madrensis,Spermophilus,Sciuridae,Rodentia,Mammalia,Chordata
Sika deer,nippon,Cervus,Cervidae,Artiodactyla,Mammalia,Chordata
Sikkim vole,sikimensis,Microtus,Muridae,Rodentia,Mammalia,Chordata
silent dormouse,surdus,Graphiurus,Myoxidae,Rodentia,Mammalia,Chordata
Silent grass mouse,surdus,Akodon,Muridae,Rodentia,Mammalia,Chordata
Silk shark,falciformis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Silk shark,falciformis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Silk shark,anguineus,Chlamydoselachus,Chlamydoselachidae,Hexanchiformes,Elasmobranchii,Chordata
silky anteater,didactylus,Cyclopes,Myrmecophagidae,Xenarthra,Mammalia,Chordata
silky oldfield mouse,bombycinus,Thomasomys,Muridae,Rodentia,Mammalia,Chordata
silky pocket mouse,flavus,Perognathus,Heteromyidae,Rodentia,Mammalia,Chordata
Silky shark,falciformis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Silky shark,falciformis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Silky shark,falciformis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Silky shark,falciformis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Silky shark,falciformis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Silky shark,falciformis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Silky shark,falciformis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Silky shark,falciformis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
silky short-tailed bat,brevicauda,Carollia,Phyllostomidae,Chiroptera,Mammalia,Chordata
Silver chimaera,phantasma,Chimaera,Chimaeridae,Chimaeriformes,Holocephali,Chordata
silver dik-dik,piacentinii,Madoqua,Bovidae,Artiodactyla,Mammalia,Chordata
silver fruit-eating bat,glaucus,Artibeus,Phyllostomidae,Chiroptera,Mammalia,Chordata
Silver Gull,novaehollandiae,Larus,Laridae,Ciconiiformes,Aves,Chordata
Silver lamprey,unicuspis,Ichthyomyzon,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
silver mountain vole,argentatus,Alticola,Muridae,Rodentia,Mammalia,Chordata
Silver trumpeter,milii,Callorhinchus,Callorhinchidae,Chimaeriformes,Holocephali,Chordata
silver-haired bat,noctivagans,Lasionycteris,Vespertilionidae,Chiroptera,Mammalia,Chordata
Silver-tip shark,albimarginatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
silver-tipped myotis,albescens,Myotis,Vespertilionidae,Chiroptera,Mammalia,Chordata
silvered bat,argentatus,Chalinolobus,Vespertilionidae,Chiroptera,Mammalia,Chordata
silvered leaf monkey,cristatus,Trachypithecus,Cercopithecidae,Primates,Mammalia,Chordata
Silvertip shark,albimarginatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Silvertip shark,albimarginatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Silvertip shark,albimarginatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Silvertip shark,albimarginatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Silvertip shark,albimarginatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Silvertip shark,albimarginatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Silvertip shark,albimarginatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Silvertip shark,albimarginatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Silvertip shark,albimarginatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
silvery gibbon,moloch,Hylobates,Hylobatidae,Primates,Mammalia,Chordata
silvery marmoset,argentata,Callithrix,Callitrichidae,Primates,Mammalia,Chordata
silvery salamander,platineum,Ambystoma,Ambystomatidae,Caudata,Amphibia,Chordata
silvery-brown bare-face tamarin,leucopus,Saguinus,Callitrichidae,Primates,Mammalia,Chordata
Simian jackal,simensis,Canis,Canidae,Carnivora,Mammalia,Chordata
Simien fox,simensis,Canis,Canidae,Carnivora,Mammalia,Chordata
Sinaloan mastiff bat,sinaloae,Molossus,Molossidae,Chiroptera,Mammalia,Chordata
Sinaloan pocket mouse,pernix,Chaetodipus,Heteromyidae,Rodentia,Mammalia,Chordata
Sinclair's stingaree,gigas,Urolophus,Urolophidae,Rajiformes,Elasmobranchii,Chordata
Sinclairs stingaree,gigas,Urolophus,Urolophidae,Rajiformes,Elasmobranchii,Chordata
sind bat,nasutus,Eptesicus,Vespertilionidae,Chiroptera,Mammalia,Chordata
Singapore roundleaf horseshoe bat,ridleyi,Hipposideros,Rhinolophidae,Chiroptera,Mammalia,Chordata
Singapore whiskered bat,oreias,Myotis,Vespertilionidae,Chiroptera,Mammalia,Chordata
singing vole,miurus,Microtus,Muridae,Rodentia,Mammalia,Chordata
Sipora flying squirrel,sipora,Hylopetes,Sciuridae,Rodentia,Mammalia,Chordata
Siskiyou chipmunk,siskiyou,Tamias,Sciuridae,Rodentia,Mammalia,Chordata
Siskiyou Mountains salamander,stormi,Plethodon,Plethodontidae,Caudata,Amphibia,Chordata
sitatunga,spekii,Tragelaphus,Bovidae,Artiodactyla,Mammalia,Chordata
Sitka mouse,sitkensis,Peromyscus,Muridae,Rodentia,Mammalia,Chordata
six-banded armadillo,sexcinctus,Euphractus,Dasypodidae,Xenarthra,Mammalia,Chordata
Six-gill shark,griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii,Chordata
Six-gilled shark,griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii,Chordata
Six-gilled shark,griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii,Chordata
six-lined racerunner,sexlineatus,Cnemidophorus,Teiidae,Squamata,Reptilia,Chordata
six-tubercled river turtle,sextuberculata,Podocnemis,Pelomedusidae,Testudines,Reptilia,Chordata
Sixgill cow shark,griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii,Chordata
Sixgill hagfish,hexatrema,Eptatretus,Myxinidae,Myxiniformes,Myxini,Chordata
Sixgill hagfish,hexatrema,Eptatretus,Myxinidae,Myxiniformes,Myxini,Chordata
Sixgill hagfish,hexatrema,Eptatretus,Myxinidae,Myxiniformes,Myxini,Chordata
Sixgill sawshark,warreni,Pliotrema,Pristiophoridae,Pristiophoriformes,Elasmobranchii,Chordata
Sixgill sawshark,warreni,Pliotrema,Pristiophoridae,Pristiophoriformes,Elasmobranchii,Chordata
Sixgill shark,griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii,Chordata
Sixgill shark,griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii,Chordata
Sixgill shark,griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii,Chordata
Sixgill shark,griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii,Chordata
Sixgill shark,griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii,Chordata
Sixgill shark,griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii,Chordata
Sixgill shark,griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii,Chordata
Sixgill stingray,bickelli,Hexatrygon,Hexatrygonidae,Rajiformes,Elasmobranchii,Chordata
Sixgilled shark,griseus,Hexanchus,Hexanchidae,Hexanchiformes,Elasmobranchii,Chordata
Skate,caudaspinosa,Rajella,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skate,leopardus,Rajella,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skate,hollandi,Okamejei,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skate,batis,Dipturus,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skate,batis,Dipturus,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skate,doutrei,Dipturus,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skate,springeri,Dipturus,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skate,ravidula,Rajella,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skate,wallacei,Leucoraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skate,barnardi,Rajella,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skate,pullopunctata,Dipturus,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skate,narinari,Aetobatus,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Skate,smithii,Bathyraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skate,parcomaculata,Cruriraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skate,clavata,Raja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skate,miraletus,Raja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skate,straeleni,Raja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skate,australis,Gymnura,Gymnuridae,Rajiformes,Elasmobranchii,Chordata
Skate,spinacidermis,Malacoraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skeete,micrura,Gymnura,Gymnuridae,Rajiformes,Elasmobranchii,Chordata
Skeete,birostris,Manta,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Skeete,bonasus,Rhinoptera,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Skeete,margarita,Dasyatis,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Skilletskate,armatus,Dactylobatus,Rajidae,Rajiformes,Elasmobranchii,Chordata
Skittle dog,megalops,Squalus,Squalidae,Squaliformes,Elasmobranchii,Chordata
Slasher,vulpinus,Alopias,Alopiidae,Lamniformes,Elasmobranchii,Chordata
slaty-backed gull,schistisagus,Larus,Laridae,Ciconiiformes,Aves,Chordata
sleeper shark,microcephalus,Somniosus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Sleeper shark,pacificus,Somniosus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Sleeper shark,pacificus,Somniosus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Sleeper torpedo,dormitor,Crassinarke,Narcinidae,Torpediniformes,Elasmobranchii,Chordata
Sleepy joe,laticeps,Cephaloscyllium,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Sleepy shark,ferrugineus,Nebrius,Ginglymostomatidae,Orectolobiformes,Elasmobranchii,Chordata
Slender bamboo shark,indicum,Chiloscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii,Chordata
Slender bambooshark,indicum,Chiloscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii,Chordata
Slender bambooshark,indicum,Chiloscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii,Chordata
Slender cat shark,tenuis,Schroederichthys,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Slender catshark,tenuis,Schroederichthys,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
slender Cuban nesophontes,longirostris,Nesophontes,Nesophontidae,Insectivora,Mammalia,Chordata
Slender dogshark,macrorhinus,Loxodon,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Slender electric ray,rierai,Narcine,Narcinidae,Torpediniformes,Elasmobranchii,Chordata
slender gerbil,gracilis,Taterillus,Muridae,Rodentia,Mammalia,Chordata
slender glass lizard,attenuatus,Ophisaurus,Anguidae,Squamata,Reptilia,Chordata
Slender guitarfish,holcorhynchus,Rhinobatos,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
Slender hammerhead,blochii,Eusphyra,Sphyrnidae,Carcharhiniformes,Elasmobranchii,Chordata
slender harvest mouse,gracilis,Reithrodontomys,Muridae,Rodentia,Mammalia,Chordata
Slender lantern shark,pusillus,Etmopterus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Slender legged torpedo,tarakea,Typhlonarke,Narcinidae,Torpediniformes,Elasmobranchii,Chordata
slender Loris,tardigradus,Loris,Loridae,Primates,Mammalia,Chordata
Slender lungfish,dolloi,Protopterus,Protopteridae,Lepidosireniformes,Sarcopterygii,Chordata
slender mongoose,sanguinea,Galerella,Viverridae,Carnivora,Mammalia,Chordata
slender oldfield mouse,gracilis,Thomasomys,Muridae,Rodentia,Mammalia,Chordata
Slender sawtail cat shark,gracilis,Galeus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Slender sawtail catshark,gracilis,Galeus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Slender sevengill shark,perlo,Heptranchias,Hexanchidae,Hexanchiformes,Elasmobranchii,Chordata
slender shrew,gracillimus,Sorex,Soricidae,Insectivora,Mammalia,Chordata
Slender smooth hound,attenuatus,Gollum,Proscylliidae,Carcharhiniformes,Elasmobranchii,Chordata
Slender smooth-hound,attenuatus,Gollum,Proscylliidae,Carcharhiniformes,Elasmobranchii,Chordata
Slender smoothhound,attenuatus,Gollum,Proscylliidae,Carcharhiniformes,Elasmobranchii,Chordata
slender squirrel,tenuis,Sundasciurus,Sciuridae,Rodentia,Mammalia,Chordata
Slender weasel shark,randalli,Paragaleus,Hemigaleidae,Carcharhiniformes,Elasmobranchii,Chordata
slender yellow bat,gracilis,Rhogeessa,Vespertilionidae,Chiroptera,Mammalia,Chordata
Slender-billed Gull,genei,Larus,Laridae,Ciconiiformes,Aves,Chordata
Slender-billed Prion,belcheri,Pachyptila,Procellariidae,Ciconiiformes,Aves,Chordata
slender-horned gazelle,leptoceros,Gazella,Bovidae,Artiodactyla,Mammalia,Chordata
